LocationID,Latitude,Longitude
1,40.64981604753894,-74.04449754984331
2,40.88028572256397,-74.06689834707272
3,40.79279757672456,-74.15311534812342
4,40.73946339367881,-73.91600333144419
5,40.56240745617698,-73.98785671172026
6,40.56239780813448,-73.7738644542218
7,40.52323344486728,-74.23233973073486
8,40.84647045830997,-73.89587263984468
9,40.74044600469728,-73.83037811681865
10,40.78322903111842,-73.83228238694643
11,40.50823379771832,-73.76265931809746
12,40.88796394086479,-73.84903144144378
13,40.83297705632017,-73.73970446609377
14,40.58493564427131,-74.06703887009851
15,40.57272998688284,-73.97323482078666
16,40.573361803941374,-74.2422561851944
17,40.62169689718382,-74.2461733269832
18,40.709902572652894,-74.11793035875166
19,40.67277800745685,-74.1945560415735
20,40.61649165607922,-74.10688374763534
21,40.74474115788895,-74.15262618800938
22,40.55579754426082,-74.23431398633875
23,40.61685785941409,-73.74988271947667
24,40.64654473731748,-74.24547727773611
25,40.682427993686815,-73.84515482061461
26,40.814070384557205,-74.16631866219427
27,40.57986951286335,-73.74827370790022
28,40.70569377536545,-73.75896223322556
29,40.736965827544815,-73.8903543694969
30,40.518580165088,-73.88027121760967
31,40.74301794076057,-74.24706347191668
32,40.568209649474916,-73.70832063863752
33,40.526020637194115,-73.76719206803331
34,40.87955421490133,-73.75769157584845
35,40.886252813229824,-73.88741550462203
36,40.82335893924658,-74.06036718924001
37,40.62184550766935,-73.75849324300023
38,40.53906884560255,-74.08966568951685
39,40.77369321060486,-73.94050865116179
40,40.67606099749584,-74.19514796521086
41,40.54881529393791,-73.742924403427
42,40.69807076404451,-74.17257624822584
43,40.51375540844609,-74.12630675684828
44,40.86372816083151,-73.94302621302948
45,40.60351199264001,-73.82974884988286
46,40.76500891374159,-73.90935678173504
47,40.624684430435764,-74.12232634795991
48,40.70802720847112,-74.24948132660988
49,40.71868411173731,-73.83356718083091
50,40.57394178221021,-73.7081359707489
51,40.887833851105825,-73.80454778383165
52,40.810053129344446,-73.99688636001386
53,40.875799576625674,-73.75292800623049
54,40.85793094017106,-74.0245837797849
55,40.73915999152443,-73.96128625366609
56,40.868749694009246,-73.98757862793238
57,40.535397000820765,-74.00380687003397
58,40.578393144967656,-73.82364507688835
59,40.518090915564215,-73.96027710100178
60,40.630132132305306,-74.07580558288613
61,40.65547091587579,-74.10801300778783
62,40.608539612709556,-74.22923897566791
63,40.83149500366077,-73.92924266096432
64,40.64270133067743,-74.12352122152943
65,40.61237380387495,-74.16852634289098
66,40.717078433263296,-73.89039351989477
67,40.55636968998991,-73.87533490819816
68,40.82087879230161,-73.83631480925828
69,40.52982025747191,-73.97303270701377
70,40.894754774640205,-73.75826996713786
71,40.80889790771866,-73.73501148563098
72,40.57948627261367,-73.80594598311413
73,40.50220884684944,-73.90042358489549
74,40.82618457138193,-74.08295347552485
75,40.78274293753905,-73.70938029310888
76,40.79160286721639,-74.09922510804444
77,40.80850813867438,-74.13853869290526
78,40.529617860693634,-74.00681523741738
79,40.643386291417706,-74.21873768610818
80,40.54634762381005,-73.71182804443052
81,40.84524137035024,-73.92636154397097
82,40.74931925073102,-73.9436763495847
83,40.63235920994106,-73.88931204605515
84,40.52542334011441,-73.97663699372254
85,40.62439292868626,-74.232365065598
86,40.630073328810695,-73.91322879113778
87,40.79184247133522,-73.85610436767396
88,40.75502298854209,-74.02078801665677
89,40.85488509703053,-73.83348743536085
90,40.68888597006478,-74.12514928536388
91,40.54783769837532,-74.1282978749136
92,40.7852979148892,-74.16122065677183
93,40.80431401944676,-74.04540288211597
94,40.7245108790278,-73.78414338053601
95,40.808386871981824,-73.79464836581802
96,40.697518238545754,-74.03944668562008
97,40.709093131752795,-73.92598469521087
98,40.671016407343416,-73.8535510259388
99,40.51016765069764,-74.11733627395459
100,40.54315657079732,-74.15752240275789
101,40.512571674274696,-73.71534720373323
102,40.75456416450551,-73.91034347773471
103,40.62574239243053,-73.71022135299148
104,40.70342827646588,-74.06423420707728
105,40.86302658957044,-73.86333256501423
106,40.59971689165955,-74.12756799990233
107,40.66415316921425,-74.10633990579935
108,40.80222045541722,-73.96845383330171
109,40.59151926619665,-74.07421003097056
110,40.53079196393152,-74.15780813988768
111,40.615900581165505,-74.10541561390588
112,40.564488514901605,-74.23033838304377
113,40.871879060937026,-73.86256700818738
114,40.823248151825766,-73.97933583860278
115,40.75336150260417,-74.19816631347751
116,40.848584236075084,-74.15556830377933
117,40.82146883075964,-74.19360600403805
118,40.57462802355441,-73.91307395544827
119,40.85702359939599,-74.19818430001312
120,40.71573689676626,-73.83514471683063
121,40.82297606206562,-74.23871899437378
122,40.858436519969395,-74.11284331660227
123,40.62720138998875,-73.76013332825946
124,40.54402076981107,-73.85480777503277
125,40.59117406501677,-74.20986741689087
126,40.6708431154505,-73.79838064253315
127,40.827205906368995,-73.97883068315289
128,40.84429223330254,-73.78426933505715
129,40.502780852212474,-73.91959312405228
130,40.704298921031025,-73.87499183238192
131,40.66696440125951,-73.70357414178237
132,40.588843124188294,-74.12221544974179
133,40.54794614693347,-73.90682993388124
134,40.63504606856145,-73.99682323546843
135,40.877163881565004,-74.22830142589252
136,40.6292811728083,-74.24204114717342
137,40.707516248697345,-74.18442428220018
138,40.78120758355807,-73.8929995427038
139,40.645451840951715,-73.93806030164764
140,40.888712833088384,-73.94561374135995
141,40.884978917976845,-74.23247878060945
142,40.600712918330146,-73.99188335200199
143,40.69889940235695,-73.74145745018662
144,40.620351323926705,-74.03132447187915
145,40.61393619775099,-73.90629264161635
146,40.514754778941814,-73.82109972840728
147,40.743825733591954,-73.81884109647197
148,40.701071609291546,-73.9643959546826
149,40.5205915005,-73.77812643002872
150,40.61145858569464,-74.03474204864995
151,40.86330635438666,-73.76121873186837
152,40.595824756266786,-74.11787505848245
153,40.55795794883649,-74.09588097615519
154,40.69578110411103,-74.22078365669054
155,40.89426018164424,-73.81242998990174
156,40.5968221086046,-74.02061962007201
157,40.76885421896235,-74.12398586234873
158,40.80464784613149,-74.12251534731088
159,40.59505501759696,-73.75423003232392
160,40.79128653944474,-73.79134586974644
161,40.6471132530877,-73.94555801305356
162,40.75292233223743,-73.91113905977136
163,40.753411884304356,-73.98912093619734
164,40.7143098736299,-74.03458340141665
165,40.53611590802176,-73.74648771532992
166,40.8341209982357,-74.18091301306383
167,40.62831202598869,-74.01985426565608
168,40.57460740415994,-74.06049095060666
169,40.516310056621904,-73.97601710386186
170,40.736357177275295,-73.99830246900015
171,40.77102574473691,-73.96461075759191
172,40.506635131571144,-74.17304456252515
173,40.704837223319714,-73.9677721741677
174,40.59059831007917,-74.11666965236203
175,40.75806911616378,-74.14861775805649
176,40.569746571601996,-74.2143411796676
177,40.77637509524099,-73.83054109268413
178,40.65469413852021,-74.0149069435289
179,40.87469199549469,-73.90534597417853
